CASE,OFFENSE,OFFENSE DESCRIPTION,REPORT DATE,OCCUR DATE,DAY OF WEEK ,LOCATION ,Location 1
SL2013144975,5499-7,TRAFFIC,09/07/2013 11:16:00 AM,09/07/2013 01:16:00 AM,7,"300 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.771544221000454, -111.89979869899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181205,5499-8,TRAFFIC,11/14/2013 08:21:00 AM,11/14/2013 08:21:00 AM,5,"700 N 500 W
Salt Lake City, Utah
(40.784541325000475, -111.90521403999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013168258,5499-6,TRAFFIC,10/20/2013 03:59:00 PM,10/20/2013 03:59:00 PM,1,"700 S REDWOOD RD
Salt Lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140182,5499-8,TRAFFIC,08/30/2013 02:57:00 PM,08/30/2013 12:00:00 AM,6,"700 E 400 S
Salt Lake City, Utah
(40.76054458600049, -111.8709399219997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013111280,5499-7,TRAFFIC,07/15/2013 12:23:00 PM,07/15/2013 12:23:00 PM,2,"1700 S REDWOOD RD
Salt Lake City, Utah
(40.7330538060005, -111.93907347099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201313425,5401-0,TRAFFIC,01/27/2013 01:43:00 AM,01/27/2013 01:43:00 AM,1,"100 S 400 W
Salt Lake City, Utah
(40.76708191600045, -111.90268138499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013178337,5401-0,TRAFFIC,11/08/2013 04:35:00 PM,11/08/2013 04:35:00 PM,6,"2100 S 300 W
Salt Lake City, Utah
(40.72533041100047, -111.8997524779997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201383085,5499-8,TRAFFIC,05/31/2013 02:54:00 PM,05/31/2013 12:00:00 AM,6,"1ST AVE / J ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201335395,5499-8,TRAFFIC,03/08/2013 07:01:00 PM,03/08/2013 12:00:00 AM,6,"00 S RIO GRANDE ST
Salt Lake City, Utah
(40.76451600700045, -111.90408205999967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013120578,5499-7,TRAFFIC,07/29/2013 05:25:00 PM,07/29/2013 12:00:00 AM,2,"500 S STATE ST
Salt Lake City, Utah
(40.75839336000047, -111.88827130699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013183501,5499-7,TRAFFIC,11/18/2013 05:31:00 PM,11/18/2013 05:31:00 PM,2,"1300 S MAIN ST
Salt Lake City, Utah
(40.7415120870005, -111.89111371099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013180414,5499-7,TRAFFIC,11/12/2013 04:57:00 PM,11/12/2013 04:57:00 PM,3,"300 W 600 S
Salt Lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201338828,5499-6,TRAFFIC,03/14/2013 07:11:00 PM,03/14/2013 07:11:00 PM,5,"200 S RIO GRANDE ST
Salt Lake City, Utah
(40.76482373300047, -111.90411309999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201362033,5499-8,TRAFFIC,04/25/2013 02:06:00 PM,04/25/2013 12:00:00 AM,5,"400 S REDWOOD RD
Salt Lake City, Utah
(40.76082113400048, -111.93907754299971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201377991,5499-8,TRAFFIC,05/22/2013 04:13:00 PM,05/22/2013 04:13:00 PM,4,"DIRECTORS RW / PIONEER RD
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201364475,5499-5,TRAFFIC,04/29/2013 06:15:00 PM,04/29/2013 06:15:00 PM,2,"800 S 900 W
Salt Lake City, Utah
(40.751843729000484, -111.9168656009997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201340254,5499-6,TRAFFIC,03/16/2013 11:48:00 PM,03/16/2013 11:48:00 PM,7,"700 N 2200 W
Salt Lake City, Utah
(40.7848731200005, -111.95361903199966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132211,5499-8,TRAFFIC,01/05/2013 11:37:00 AM,01/05/2013 11:37:00 AM,7,"1300 E WILMINGTON AVE
Salt Lake City, Utah
(40.723248293000495, -111.85525953399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201332257,5499-8,TRAFFIC,03/03/2013 11:05:00 AM,03/03/2013 12:00:00 AM,1,"2200 S 700 E
Salt Lake City, Utah
(40.72289135300048, -111.8712667429997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013180383,5499-7,TRAFFIC,11/12/2013 03:57:00 PM,11/12/2013 03:57:00 PM,3,"1500 S 1300 E
Salt Lake City, Utah
(40.7369613730005, -111.8538514169997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013163609,5499-8,TRAFFIC,10/11/2013 05:01:00 PM,10/11/2013 12:00:00 AM,6,"1ST AVE / STATE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013169404,5499-8,TRAFFIC,10/22/2013 07:12:00 PM,10/22/2013 12:00:00 AM,3,"1300 S 1300 E
Salt Lake City, Utah
(40.74155208400049, -111.85392448499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013175608,5499-6,TRAFFIC,11/03/2013 09:48:00 AM,11/03/2013 09:48:00 AM,1,"1300 S WEST TEMPLE ST
Salt Lake City, Utah
(40.74151196300045, -111.8939739119997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013162555,5499-8,TRAFFIC,10/09/2013 04:06:00 PM,10/09/2013 12:00:00 AM,4,"200 S 900 E
Salt Lake City, Utah
(40.76489483300048, -111.86536546199972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201325311,5499-7,TRAFFIC,02/17/2013 09:54:00 PM,02/17/2013 12:00:00 AM,1,"300 W 600 S
Salt Lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013185296,5499-6,TRAFFIC,11/22/2013 05:56:00 AM,11/22/2013 05:56:00 AM,6,"400 S 900 W
Salt Lake City, Utah
(40.76041629600047, -111.91686560499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201361730,5499-5,TRAFFIC,04/24/2013 09:58:00 PM,04/24/2013 09:58:00 PM,4,"600 E 700 S
Salt Lake City, Utah
(40.75647115000049, -111.87110657499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201388492,5499-12,TRAFFIC,06/09/2013 04:09:00 PM,06/09/2013 04:09:00 PM,1,"1200 W 500 N
Salt Lake City, Utah
(40.78021905200046, -111.92554847099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201334716,5499-7,TRAFFIC,03/07/2013 04:30:00 PM,03/07/2013 12:00:00 AM,5,"500 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013186838,5499-5,TRAFFIC,11/25/2013 07:40:00 AM,11/25/2013 07:40:00 AM,2,"1000 W 600 N
Salt Lake City, Utah
(40.78242815900046, -111.91982722799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013118709,5499-7,TRAFFIC,07/26/2013 12:44:00 PM,07/26/2013 12:00:00 AM,6,"2300 S 1300 E
Salt Lake City, Utah
(40.72041217900045, -111.85369419599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201390873,5499-8,TRAFFIC,06/13/2013 10:53:00 AM,06/13/2013 12:00:00 AM,5,"EMERY ST / CALIFORNIA AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013196376,5499-7,TRAFFIC,12/13/2013 06:17:00 PM,12/13/2013 06:17:00 PM,6,"700 S FOOTHILL DR
Salt Lake City, Utah
(40.753134272000466, -111.83222770899971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013192346,5499-7,TRAFFIC,12/05/2013 09:31:00 PM,12/05/2013 09:31:00 PM,5,"700 W 400 S
Salt Lake City, Utah
(40.76077810100048, -111.9103881579997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201362942,5401-0,TRAFFIC,04/27/2013 12:03:00 AM,04/27/2013 12:03:00 AM,7,"900 W GOLD PL
Salt Lake City, Utah
(40.74410905400049, -111.91697525899968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140575,5499-8,TRAFFIC,08/31/2013 04:00:00 AM,08/31/2013 04:00:00 AM,7,"2300 S FOOTHILL DR
Salt Lake City, Utah
(40.721240976000445, -111.8116767949997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201397129,5403-0,TRAFFIC,06/23/2013 02:15:00 AM,06/23/2013 01:39:00 AM,1,"300 W LUCY AVE
Salt Lake City, Utah
(40.742550251000466, -111.89978856399966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314911,5499-8,TRAFFIC,01/29/2013 07:34:00 PM,01/29/2013 07:34:00 PM,3,"500 S MAIN ST
Salt Lake City, Utah
(40.758061298000484, -111.89124730899971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201359565,5499-0,TRAFFIC,04/20/2013 07:49:00 PM,04/20/2013 12:00:00 AM,7,"500 S STATE ST
Salt Lake City, Utah
(40.75839336000047, -111.88827130699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201343340,5499-7,TRAFFIC,03/22/2013 06:33:00 PM,03/22/2013 06:33:00 PM,6,"400 S 600 W
Salt Lake City, Utah
(40.760673995000445, -111.90821247599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201351913,5499-8,TRAFFIC,04/06/2013 07:46:00 PM,04/06/2013 07:40:00 PM,7,"500 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013169850,5499-2,TRAFFIC,10/23/2013 04:35:00 PM,10/23/2013 12:00:00 AM,4,"2100 S 1700 E
Salt Lake City, Utah
(40.72539771200047, -111.8422718169997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201370896,5499-8,TRAFFIC,05/10/2013 01:58:00 PM,05/10/2013 12:00:00 AM,6,"6TH AVE / E ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201315059,5499-8,TRAFFIC,01/30/2013 06:36:00 AM,01/30/2013 06:36:00 AM,4,"200 W 2100 S
Salt Lake City, Utah
(40.725460985000495, -111.89718773699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201373373,5401-0,TRAFFIC,05/14/2013 04:05:00 PM,05/14/2013 04:05:00 PM,3,"1100 E 2700 S
Salt Lake City, Utah
(40.7126753230005, -111.85927032599972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013197985,5499-8,TRAFFIC,12/16/2013 05:55:00 PM,12/16/2013 05:55:00 PM,2,"400 S STATE ST
Salt Lake City, Utah
(40.76047028700049, -111.8882535939997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201362675,5499-8,TRAFFIC,04/26/2013 03:37:00 PM,04/26/2013 12:00:00 AM,6,"2100 S 1000 E
Salt Lake City, Utah
(40.72531284000047, -111.8627005509997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133191,5499-7,TRAFFIC,01/07/2013 12:06:00 PM,01/07/2013 12:00:00 AM,2,"300 N MAIN ST
Salt Lake City, Utah
(40.77603335500049, -111.89110220599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013113501,5499-8,TRAFFIC,07/18/2013 04:33:00 PM,07/18/2013 04:33:00 PM,5,"1800 E 2700 S
Salt Lake City, Utah
(40.71269365900048, -111.83991084999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199374,5499-8,TRAFFIC,12/19/2013 08:09:00 AM,12/19/2013 08:09:00 AM,5,"700 S STATE ST
Salt Lake City, Utah
(40.75408008000045, -111.8882624469997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201368425,5499-8,TRAFFIC,05/06/2013 10:34:00 AM,05/06/2013 10:34:00 AM,2,"1300 E YALE AVE
Salt Lake City, Utah
(40.74574675100047, -111.85377902799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013163968,5499-7,TRAFFIC,10/12/2013 10:25:00 AM,10/12/2013 10:25:00 AM,7,"1100 E 500 S
Salt Lake City, Utah
(40.758376601000464, -111.8594783799997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013152279,5499-8,TRAFFIC,09/19/2013 06:10:00 PM,09/19/2013 12:00:00 AM,5,"1200 E PARKWAY AVE
Salt Lake City, Utah
(40.71820641700049, -111.85675054599972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201355319,5401-0,TRAFFIC,04/12/2013 09:24:00 PM,04/12/2013 09:24:00 PM,6,"1100 E ASHTON AVE
Salt Lake City, Utah
(40.72052341400047, -111.85959873699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201321002,5499-8,TRAFFIC,02/09/2013 07:19:00 PM,02/09/2013 12:00:00 AM,7,"500 N REDWOOD RD
Salt Lake City, Utah
(40.78028133000049, -111.93936157599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013150115,5499-7,TRAFFIC,09/15/2013 07:06:00 PM,09/15/2013 12:00:00 AM,1,"600 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.7716254070005, -111.90906785399972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013136145,5499-7,TRAFFIC,08/23/2013 06:37:00 PM,08/23/2013 12:00:00 AM,6,"1400 W 500 N
Salt Lake City, Utah
(40.780227235000496, -111.93113740499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201345284,5499-7,TRAFFIC,03/26/2013 11:19:00 AM,03/26/2013 12:00:00 AM,3,"700 E 100 S
Salt Lake City, Utah
(40.76715280200045, -111.87051084499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201321471,5499-8,TRAFFIC,02/10/2013 04:21:00 PM,02/10/2013 12:00:00 AM,1,"1600 S 900 E
Salt Lake City, Utah
(40.73469071900047, -111.8653762779997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201352236,5499-5,TRAFFIC,04/07/2013 10:15:00 AM,04/07/2013 10:14:00 AM,1,"3900 WEST 550 NORTH
Salt Lake City, Utah
(40.85201591600048, -111.90434848899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013113504,5499-8,TRAFFIC,07/18/2013 04:44:00 PM,07/18/2013 12:00:00 AM,5,"200 S 700 E
Salt Lake City, Utah
(40.764640828000495, -111.87110657499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201346578,5499-7,TRAFFIC,03/28/2013 05:07:00 PM,03/28/2013 12:00:00 AM,5,"1300 S JEFFERSON ST
Salt Lake City, Utah
(40.74150326300048, -111.89534300199966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201343649,5499-8,TRAFFIC,03/23/2013 05:54:00 AM,03/23/2013 05:54:00 AM,7,"100 S REDWOOD RD
Salt Lake City, Utah
(40.84084588200045, -111.93236485599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013166376,5499-8,TRAFFIC,10/17/2013 07:20:00 AM,10/17/2013 07:20:00 AM,5,"400 S 400 E
Salt Lake City, Utah
(40.760461130000465, -111.87970096799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20131716,5499-2,TRAFFIC,01/04/2013 11:51:00 AM,01/04/2013 12:00:00 AM,6,"300 S 300 E
Salt Lake City, Utah
(40.762693511000464, -111.88260361999971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013167225,5499-8,TRAFFIC,10/18/2013 03:55:00 PM,10/18/2013 12:00:00 AM,6,"200 S REDWOOD RD
Salt Lake City, Utah
(40.84610254400047, -111.9299155819997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013109684,5404-0,TRAFFIC,07/12/2013 06:27:00 PM,07/12/2013 06:06:00 PM,6,"800 N 300 W
Salt Lake City, Utah
(40.78682738300046, -111.89966080199969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013112078,5499-6,TRAFFIC,07/16/2013 03:33:00 PM,07/16/2013 03:33:00 PM,3,"2000 N BECK ST
Salt Lake City, Utah
(40.81043643400045, -111.9185805729997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201315828,5499-7,TRAFFIC,01/31/2013 02:50:00 PM,01/31/2013 12:00:00 AM,5,"600 S STATE ST
Salt Lake City, Utah
(40.75622343400045, -111.88826244899968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013179372,5404-0,TRAFFIC,11/10/2013 04:20:00 PM,11/10/2013 04:06:00 PM,1,"600 N REDWOOD RD
Salt Lake City, Utah
(40.78261030300047, -111.93935422799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201389674,5499-6,TRAFFIC,06/11/2013 01:51:00 PM,06/11/2013 01:51:00 PM,3,"1200 S PIONEER RD
Salt Lake City, Utah
(40.74308618700047, -111.95805431599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013280,5499-6,TRAFFIC,01/01/2013 01:44:00 PM,01/01/2013 01:43:00 PM,3,"3700 W TERMINAL WESTBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013185901,5499-6,TRAFFIC,11/23/2013 06:33:00 AM,11/23/2013 06:33:00 AM,7,"100 N 800 W
Salt Lake City, Utah
(40.771703484000454, -111.91381403599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013195185,5499-8,TRAFFIC,12/11/2013 04:02:00 PM,12/11/2013 04:02:00 PM,4,"NORTH TEMPLE ST / STATE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013178936,5499-8,TRAFFIC,11/09/2013 05:41:00 PM,11/09/2013 05:41:00 PM,7,"00 N STATE ST
Salt Lake City, Utah
(40.772651820000476, -111.8882268319997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201399941,5499-8,TRAFFIC,06/27/2013 08:48:00 PM,06/27/2013 12:00:00 AM,5,"600 S 300 W
Salt Lake City, Utah
(40.75621014900048, -111.89972319599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201380163,5499-5,TRAFFIC,05/26/2013 10:54:00 AM,05/26/2013 10:27:00 AM,1,"600 N 3900 W
Salt Lake City, Utah
(40.68704002700048, -111.90835480399971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013167012,5499-7,TRAFFIC,10/18/2013 08:59:00 AM,10/18/2013 12:00:00 AM,6,"NORTH TEMPLE ST / STATE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013144411,5499-8,TRAFFIC,09/06/2013 01:49:00 PM,09/06/2013 12:00:00 AM,6,"800 E 2100 S
Salt Lake City, Utah
(40.72540592600046, -111.86807887299972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20136546,5401-0,TRAFFIC,01/13/2013 05:26:00 PM,01/13/2013 05:26:00 PM,1,"1700 S MAIN ST
Salt Lake City, Utah
(40.73342166700047, -111.89113274199968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201377872,5499-6,TRAFFIC,05/22/2013 12:14:00 PM,05/22/2013 12:14:00 PM,4,"300 S STATE ST
Salt Lake City, Utah
(40.7627420660005, -111.8882624529997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013152959,5499-8,TRAFFIC,09/20/2013 10:14:00 PM,09/20/2013 12:00:00 AM,6,"1800 W SIR JEFFREY DR
Salt Lake City, Utah
(40.78326070200046, -111.94372740399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201359535,5499-7,TRAFFIC,04/20/2013 07:08:00 PM,04/20/2013 07:08:00 PM,7,"MAJOR ST / KENSINGTON AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013114896,5499-8,TRAFFIC,07/20/2013 04:11:00 PM,07/20/2013 12:00:00 AM,7,"400 S 600 E
Salt Lake City, Utah
(40.7604617720005, -111.87402655799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201389632,5499-6,TRAFFIC,06/11/2013 11:49:00 AM,06/11/2013 11:49:00 AM,3,"500 S DELONG ST
Salt Lake City, Utah
(40.75833132700046, -111.95342204599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201326298,5499-6,TRAFFIC,02/20/2013 04:58:00 AM,02/20/2013 04:58:00 AM,4,"4100 W 620 N
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20134965,5499-7,TRAFFIC,01/10/2013 05:47:00 PM,01/10/2013 05:47:00 PM,5,"900 E SUGARMONT DR
Salt Lake City, Utah
(40.722603449000474, -111.86525768399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013188957,5499-8,TRAFFIC,11/29/2013 06:40:00 PM,11/29/2013 12:00:00 AM,6,"800 E 400 S
Salt Lake City, Utah
(40.760546526000496, -111.86794993999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132871,5499-8,TRAFFIC,01/06/2013 06:37:00 PM,01/06/2013 12:00:00 AM,1,"1900 S STATE ST
Salt Lake City, Utah
(40.72857095000046, -111.88827672699966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201394344,5499-6,TRAFFIC,06/18/2013 07:21:00 PM,06/18/2013 07:21:00 PM,3,"3600 W CALIFORNIA AVE
Salt Lake City, Utah
(40.740547182000455, -111.97726477199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013171936,5499-12,TRAFFIC,10/27/2013 10:25:00 AM,10/27/2013 10:25:00 AM,1,"800 S 400 W
Salt Lake City, Utah
(40.75186161100049, -111.90262453799971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013111189,5499-7,TRAFFIC,07/15/2013 10:10:00 AM,07/15/2013 12:00:00 AM,2,"700 S STATE ST
Salt Lake City, Utah
(40.75408008000045, -111.8882624469997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201311270,5499-7,TRAFFIC,01/23/2013 11:00:00 AM,01/23/2013 11:00:00 AM,4,"700 E 400 S
Salt Lake City, Utah
(40.76054458600049, -111.8709399219997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013111568,5404-0,TRAFFIC,07/15/2013 07:56:00 PM,07/15/2013 07:35:00 PM,2,"MEAD AVE / EMERY ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140524,5404-0,TRAFFIC,08/31/2013 01:18:00 AM,08/31/2013 01:18:00 AM,7,"300 S I15 NORTHBOUND FWY
Salt Lake City, Utah
(40.83051981900047, -111.91498953199971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013198304,5499-8,TRAFFIC,12/17/2013 11:07:00 AM,12/17/2013 11:07:00 AM,3,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013144682,5499-7,TRAFFIC,09/06/2013 09:03:00 PM,09/06/2013 09:03:00 PM,6,"600 W 400 S
Salt Lake City, Utah
(40.77805731000046, -111.9083664739997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013200933,5499-7,TRAFFIC,12/21/2013 05:14:00 PM,12/21/2013 05:14:00 PM,7,"500 S WEST TEMPLE ST
Salt Lake City, Utah
(40.75839336000047, -111.89398396599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013183292,5401-0,TRAFFIC,11/18/2013 11:01:00 AM,11/18/2013 11:01:00 AM,2,"300 W 1830 S
Salt Lake City, Utah
(40.730381502000455, -111.89983703699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013167200,5499-6,TRAFFIC,10/18/2013 03:10:00 PM,10/18/2013 03:10:00 PM,6,"1100 S 900 W
Salt Lake City, Utah
(40.74487339800049, -111.91689216799966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201393129,5499-7,TRAFFIC,06/16/2013 08:13:00 PM,06/16/2013 12:00:00 AM,1,"1800 S 2300 E
Salt Lake City, Utah
(40.731229424000446, -111.8250912529997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201312353,5499-7,TRAFFIC,01/25/2013 03:13:00 AM,01/25/2013 03:13:00 AM,6,"1500 S 5070 W
Salt Lake City, Utah
(40.73815343400048, -112.01231331599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013169888,5499-7,TRAFFIC,10/23/2013 05:36:00 PM,10/23/2013 05:36:00 PM,4,"300 E SOUTH TEMPLE ST
Salt Lake City, Utah
(40.76931479400048, -111.88220546199972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201339299,5499-5,TRAFFIC,03/15/2013 02:48:00 PM,03/15/2013 02:48:00 PM,6,"500 S REDWOOD RD
Salt Lake City, Utah
(40.75831364800047, -111.93906526599972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013150536,5499-0,TRAFFIC,09/16/2013 03:48:00 PM,09/16/2013 12:00:00 AM,2,"1100 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74051780800045, -111.92182080199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201360842,5499-5,TRAFFIC,04/23/2013 08:25:00 AM,04/23/2013 08:25:00 AM,3,"1100 S STATE ST
Salt Lake City, Utah
(40.74506218100049, -111.88826244299969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013124034,5499-11,TRAFFIC,08/04/2013 12:09:00 PM,08/04/2013 12:09:00 PM,1,"1100 W 2100 S
Salt Lake City, Utah
(40.726008960000456, -111.92276186199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013800225,5401-0,TRAFFIC,02/21/2013 03:15:00 PM,02/21/2013 03:00:00 PM,5,"500 S 700 E
Salt Lake City, Utah
(40.75839280200046, -111.87111306099968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
